Food ID,Food Name,Category,Serving Size,Calories,Reason,Confidence
75bc8795-3af3-40ba-93a8-8832b19ae20c,Radish Parantha/Paratha (Mooli Ka Parantha/Paratha),Whole Grains,150.0,458.0,Calorie density > 300kcal/100g for cooked food,80-94%
8ff5e2f0-777c-48b0-aadd-94b848c4e650,Dal Parantha/Paratha,Dal & Pulses,150.0,670.0,Calorie density > 300kcal/100g for cooked food,80-94%
d6f7a19f-7f02-47e8-be01-fd382352b3e5,Sprouted Moong Parantha/Paratha,Whole Grains,150.0,571.0,Calorie density > 300kcal/100g for cooked food,80-94%
08816c4d-e33a-4c9c-87c4-ec507c8a77ed,Pea Parantha/Paratha (Matar Ka Parantha/Paratha),Whole Grains,150.0,476.0,Calorie density > 300kcal/100g for cooked food,80-94%
9a7479fa-6b1d-423b-aaa3-e4c8f8c8be5a,Paneer Parantha/Paratha,Paneer,150.0,657.0,Calorie density > 300kcal/100g for cooked food,80-94%
7d8020a0-4798-4752-aaa8-3f4f369384e9,Besan And Spinach Parantha/Paratha (Besan Aur Palak Ka Parantha/Paratha),Whole Grains,150.0,541.0,Calorie density > 300kcal/100g for cooked food,80-94%
2409b279-a3ef-4018-b844-7dfa5dfbf9f0,Tandoori Parantha/Paratha,Whole Grains,150.0,738.0,Calorie density > 300kcal/100g for cooked food,80-94%
1fd17cbd-bf5b-4962-9605-75bab62896f1,Navratan Pulao,Rice,150.0,654.0,Calorie density > 300kcal/100g for cooked food,80-94%
d7f7fb50-d686-4605-9d9f-32b4a8f34fe5,Mutton Biryani/Biriyani,Chicken/Meat,150.0,476.0,Calorie density > 300kcal/100g for cooked food,80-94%
36719285-0a73-4377-b09e-70eae1e5e6c7,Curd Rice (Dahi Bhaat/Dahi Chawal/ Perugu Annam/Daddojanam/Thayir Saadam),Rice,150.0,489.0,Calorie density > 300kcal/100g for cooked food,80-94%
e365064e-3261-4780-a665-2641dfd8732b,Tamarind Rice (Chintapandu Pulihora/Puliyodharai/Puli Sadam/Huli Anna),Rice,150.0,679.0,Calorie density > 300kcal/100g for cooked food,80-94%
3ba9cb01-607b-496d-ac38-0d236335bce2,Chicken Lasagne,Chicken/Meat,150.0,468.0,Calorie density > 300kcal/100g for cooked food,80-94%
205f5208-b1ac-4873-8c30-f1aa7ce5fac4,Naan,Whole Grains,150.0,716.0,Calorie density > 300kcal/100g for cooked food,80-94%
bbada121-28ce-417c-81e3-f0af3fddc27c,Semolina Dosa (Suji/Rava Dosa),Traditional Meal,150.0,567.0,Calorie density > 300kcal/100g for cooked food,80-94%
8969011d-246b-4051-ace0-ea26542e1cb1,Paneer Kaathi Roll,Paneer,150.0,714.0,Calorie density > 300kcal/100g for cooked food,80-94%
7f53ab92-370f-4464-8627-57ade37b1b93,Makki Ki Roti,Whole Grains,150.0,659.0,Calorie density > 300kcal/100g for cooked food,80-94%
c0c425d6-a672-48dc-bba5-05057ee2ce42,Khatta Channa,Traditional Meal,150.0,506.0,Calorie density > 300kcal/100g for cooked food,80-94%
4d4388e1-db21-40f5-94e8-caa8144c9525,Mutton Do Piaza,Chicken/Meat,150.0,458.0,Calorie density > 300kcal/100g for cooked food,80-94%
a5f565c7-87c4-4ae2-9b0a-c665c9cba741,Chilli Chicken,Chicken/Meat,150.0,497.0,Calorie density > 300kcal/100g for cooked food,80-94%
8cdadf4d-52b6-4a39-968a-ced789dd9874,Pasta Salad,Vegetables,150.0,475.0,Calorie density > 300kcal/100g for cooked food,80-94%
717b3007-ebb1-45bd-b111-6c5e47d74503,Hawain Salad,Vegetables,150.0,438.0,Salad > 150kcal/100g is unrealistic,80-94%
f18252e4-3c67-44d5-9094-5a73ae8f13cf,Vanilla Souffle,Traditional Meal,150.0,469.0,Calorie density > 300kcal/100g for cooked food,80-94%
facfcb9a-bc7d-4eeb-898b-12560bed0644,Pineapple Souffle,Fruits,150.0,490.0,Calorie density > 300kcal/100g for cooked food,80-94%
abcd7fe4-b9df-43e1-b2b7-65bb959c6170,Charlotte Rousse,Traditional Meal,150.0,470.0,Calorie density > 300kcal/100g for cooked food,80-94%
05316751-77d4-4100-b0ca-086c39fa74d2,Hot Vanilla Souffle,Traditional Meal,150.0,482.0,Calorie density > 300kcal/100g for cooked food,80-94%
06c13aef-5115-4dee-81e8-dfc06fbd3650,Chenna Murki,Traditional Meal,150.0,631.0,Calorie density > 300kcal/100g for cooked food,80-94%
60658661-6d59-4c3a-b783-db73c4393f2f,Minced Meat Patties,Traditional Meal,150.0,664.0,Calorie density > 300kcal/100g for cooked food,80-94%
65f67b04-d4fc-4749-ada0-df6d45359656,Fruit Loaf,Fruits,150.0,810.0,Calorie density > 300kcal/100g for cooked food,80-94%
f9c393f6-87a7-4ae5-b7f7-e4293dd0acf6,Swiss Roll,Traditional Meal,150.0,629.0,Calorie density > 300kcal/100g for cooked food,80-94%
95f8163c-bc2c-40d4-bf76-e49efaad163d,Ginger Bread Man,Traditional Meal,150.0,706.0,Calorie density > 300kcal/100g for cooked food,80-94%
76e7878c-a81f-4f11-b19c-31d98acf967d,Melting Moments,Traditional Meal,150.0,796.0,Calorie density > 300kcal/100g for cooked food,80-94%
9f9a12d8-e5a9-4bb6-b667-ddce76dc2c49,Sprouted Moong Poha,Traditional Meal,150.0,481.0,Calorie density > 300kcal/100g for cooked food,80-94%
ef96df4b-37e5-4e38-b699-61c9667a0972,Dhokla,Traditional Meal,150.0,541.0,Calorie density > 300kcal/100g for cooked food,80-94%
f9101c5d-9142-4f45-9a24-8e530e880d24,Poha,Traditional Meal,150.0,519.0,Calorie density > 300kcal/100g for cooked food,80-94%
a39b9e8b-fb45-4c1d-a486-735df0eb1fda,Vegetable Poha,Vegetables,150.0,451.0,Calorie density > 300kcal/100g for cooked food,80-94%
c20c3dbe-8d03-4846-b905-0f499cee18be,Paneer Stuffed Chilla/Chilla,Paneer,150.0,512.0,Calorie density > 300kcal/100g for cooked food,80-94%
a33cbd16-2927-4b96-a4e8-0910bfd349e6,Meat Consomme (With Mutton),Chicken/Meat,150.0,553.0,Calorie density > 300kcal/100g for cooked food,80-94%
f8d20397-c144-45c7-bc1d-e7e4555fe5c3,Consomme Au Julienne,Traditional Meal,150.0,456.0,Calorie density > 300kcal/100g for cooked food,80-94%
c21022c2-6f81-44bf-94e1-dcf4739c4401,Consomme Au Vermicelli,Traditional Meal,150.0,548.0,Calorie density > 300kcal/100g for cooked food,80-94%
825f3b7e-f250-46d0-897a-6fca0075034d,Green Pea Soup (Matar Ka Soup),Traditional Meal,150.0,525.0,Calorie density > 300kcal/100g for cooked food,80-94%
fb33c0dd-4d69-402e-8c0f-408c32824be8,Spinach Soup (Palak Ka Soup),Vegetables,150.0,548.0,Calorie density > 300kcal/100g for cooked food,80-94%
cda04aea-18fa-4de6-9efb-153e3b42dce9,Mulligatawny Soup,Traditional Meal,150.0,296.0,Soup > 120kcal/100g is unrealistic,80-94%
6ffe4bfe-4708-4558-b5b3-c96750ddee3d,Cream Of Carrot Soup,Traditional Meal,150.0,250.0,Soup > 120kcal/100g is unrealistic,80-94%
500ad441-c700-4b9f-8282-1bacddc7aabe,Cream Of Broccoli Soup,Traditional Meal,150.0,248.0,Soup > 120kcal/100g is unrealistic,80-94%
bae670ad-a2bc-4885-ab25-302a9f421e64,Cream Of Potato Soup,Traditional Meal,150.0,248.0,Soup > 120kcal/100g is unrealistic,80-94%
2d6c1a6d-fa1d-4603-ae4c-94cf90cfbc84,Almond Soup (Badam Ka Soup),Traditional Meal,150.0,269.0,Soup > 120kcal/100g is unrealistic,80-94%
bd883dd2-25a5-44f4-9ca4-36c703168b67,Onion-Green Chilli Parantha/Paratha (Onion Aur Hari Mirch Ka Parantha/Paratha),Whole Grains,150.0,478.0,Calorie density > 300kcal/100g for cooked food,80-94%
90d07129-fb03-4f62-bed3-4e3ee28c36a3,Eggplant/Brinjal Rice (Vangi Bhat),Eggs,150.0,462.0,Calorie density > 300kcal/100g for cooked food,80-94%
74650c0a-f181-4b83-bd66-e008608285e7,Instant Idli (With Semolina),Traditional Meal,150.0,618.0,Calorie density > 300kcal/100g for cooked food,80-94%
2c55c06e-e6c0-4689-b9ff-698935a28609,Plain Dosa,Traditional Meal,150.0,676.0,Calorie density > 300kcal/100g for cooked food,80-94%
5791b37c-4242-4079-990a-03424dc36250,Uttapam,Traditional Meal,150.0,639.0,Calorie density > 300kcal/100g for cooked food,80-94%
f199a9f9-7e22-42c2-96b0-274df5cd1e82,Meat And Macaroni Casserole,Traditional Meal,150.0,481.0,Calorie density > 300kcal/100g for cooked food,80-94%
92d456e4-f3f3-4429-9a1f-74b2539d91dd,Home Made Egg Noodles,Eggs,150.0,602.0,Calorie density > 300kcal/100g for cooked food,80-94%
377beec6-e774-496d-9b31-c2ed1bd4df0a,Besan Gatte Curry,Traditional Meal,150.0,473.0,Calorie density > 300kcal/100g for cooked food,80-94%
cb37b77c-86a1-4b3b-b947-754b651b68e2,Roast Chicken,Chicken/Meat,150.0,499.0,Calorie density > 300kcal/100g for cooked food,80-94%
9d06a6fa-324e-45bc-b3a3-2b3616c362b9,Spring Basket Salad,Vegetables,150.0,401.0,Salad > 150kcal/100g is unrealistic,80-94%
877d496b-86d2-42f6-865e-218368815d84,Pear Chocholate Sunday,Traditional Meal,150.0,458.0,Calorie density > 300kcal/100g for cooked food,80-94%
76c4eec1-71dc-44cf-a488-18ddd9c9af95,Cold Pineapple Souffle,Fruits,150.0,453.0,Calorie density > 300kcal/100g for cooked food,80-94%
f1f146df-f000-46db-8293-4bac6b083326,Apricot Fool,Traditional Meal,150.0,601.0,Calorie density > 300kcal/100g for cooked food,80-94%
7f818948-fa95-4f09-b997-9289fc9089a0,Instant Dhokla,Traditional Meal,150.0,517.0,Calorie density > 300kcal/100g for cooked food,80-94%
b9c73172-b15e-485e-9639-2b9c830ee88d,Tomato Sandwich (Grilled),Traditional Meal,150.0,474.0,Calorie density > 300kcal/100g for cooked food,80-94%
f8c4dfa7-01f7-4a8c-bd50-d09c5b41bc9b,French Sandwich (Toasted),Traditional Meal,150.0,466.0,Calorie density > 300kcal/100g for cooked food,80-94%
41c63949-0dbd-4fe1-abec-4213bdaa3d31,Rolled Sandwich,Traditional Meal,150.0,732.0,Calorie density > 300kcal/100g for cooked food,80-94%
61eaadb8-ae6f-411a-853c-abba50a887fd,Ribbon Sandwich,Traditional Meal,150.0,598.0,Calorie density > 300kcal/100g for cooked food,80-94%
56aee52c-9aa3-4bf8-92ae-9b43d6ebb83d,Checker Board Sandwich,Traditional Meal,150.0,870.0,Calorie density > 300kcal/100g for cooked food,80-94%
2c00b386-10f3-4fde-980b-7747a96cfa34,Submarine Sandwich,Traditional Meal,150.0,542.0,Calorie density > 300kcal/100g for cooked food,80-94%
591e1258-4552-404b-8ce6-d9bab469335c,Sunset And Sunrise Open Sandwich,Traditional Meal,150.0,603.0,Calorie density > 300kcal/100g for cooked food,80-94%
c41e7f4d-c8cb-4f77-838d-1bdf178ebbae,Danish Luncheon Sandwich,Traditional Meal,150.0,484.0,Calorie density > 300kcal/100g for cooked food,80-94%
8a4823c7-743c-4c34-97ae-d085b4bd2310,Chicken And Corn Open Sandwich,Chicken/Meat,150.0,470.0,Calorie density > 300kcal/100g for cooked food,80-94%
4976573f-7e05-494d-96dc-bef9588eb890,Lemon Curd Filling,Dairy,150.0,564.0,Calorie density > 300kcal/100g for cooked food,80-94%
9e1473af-ca18-43e2-99db-f10e373cffba,Coffee Drops,Healthy Beverage,250.0,1107.0,Calorie density > 300kcal/100g for cooked food,80-94%
a1365f7e-eb64-4875-897c-63ea82996b19,Fruit Flan,Fruits,150.0,653.0,Calorie density > 300kcal/100g for cooked food,80-94%
0f3c505d-77c7-4b66-b2f2-5d28abaf99dc,Savoury Puffs,Traditional Meal,150.0,546.0,Calorie density > 300kcal/100g for cooked food,80-94%
a78156f1-d811-4b8f-8adb-78c9e52e1a7a,Paneer Patties,Paneer,150.0,846.0,Calorie density > 300kcal/100g for cooked food,80-94%
e10230c9-806b-4723-873a-5b1aef2f4b7b,Vegetable Patties,Vegetables,150.0,654.0,Calorie density > 300kcal/100g for cooked food,80-94%
39dc3f73-2761-4956-9d77-f4ac7cb0a01b,Pearl Millet Infant Food (Bajra Shishu Aahaar),Millets & Whole Grains,150.0,662.0,Calorie density > 300kcal/100g for cooked food,80-94%
fd99f26c-27ed-47b2-8b0a-1f968bb4fe71,Sajina,Traditional Meal,150.0,628.0,Calorie density > 300kcal/100g for cooked food,80-94%
0e7314c6-db9c-428c-a81f-3e27dd3c22a4,Rice Dal Porridge (Chawal Dal Ki Khichdi/Khichdi),Dal & Pulses,150.0,674.0,Calorie density > 300kcal/100g for cooked food,80-94%
b74968dc-e226-4273-b5e0-801378256a71,Besan Bathua Chilla/Chilla,Traditional Meal,150.0,797.0,Calorie density > 300kcal/100g for cooked food,80-94%
e185fe11-42f6-4d6f-b2fc-059489af1d51,Gram Flour And Semolina Dhokla (Besan Suji Dhokla),Traditional Meal,150.0,497.0,Calorie density > 300kcal/100g for cooked food,80-94%
4fcdb493-ea3b-4615-9c5d-d37feac965c8,Soya Roti,Whole Grains,150.0,709.0,Calorie density > 300kcal/100g for cooked food,80-94%
c042133e-2876-4f12-a3a3-e42462401e44,Semolina Idli (Suji/Rava Idli),Traditional Meal,150.0,515.0,Calorie density > 300kcal/100g for cooked food,80-94%
aadab142-1724-4a14-a6ae-bbe253074923,Kesari Bath,Traditional Meal,150.0,611.0,Calorie density > 300kcal/100g for cooked food,80-94%
bfe527f7-b71d-404c-bbd7-acaf95d0e4ff,Putharekulu,Traditional Meal,150.0,680.0,Calorie density > 300kcal/100g for cooked food,80-94%
0dccbce8-4212-4c5f-96fa-88967ac85f22,Chhena Poda,Traditional Meal,150.0,861.0,Calorie density > 300kcal/100g for cooked food,80-94%
fd28b7da-410f-491d-bd56-72526d18199a,Watercress Sandwich,Traditional Meal,150.0,573.0,Calorie density > 300kcal/100g for cooked food,80-94%
08cfe246-af84-43e7-ad34-d6dcc3d69fc7,Cajun Chicken,Chicken/Meat,150.0,462.0,Calorie density > 300kcal/100g for cooked food,80-94%
568f8b41-be20-4d17-9bec-184d5f4881f0,Chicken Salad,Chicken/Meat,150.0,845.0,Calorie density > 300kcal/100g for cooked food,80-94%
1a2593db-e20a-48d6-82b0-fcdb4a586f48,Macaroni Salad,Vegetables,150.0,655.0,Calorie density > 300kcal/100g for cooked food,80-94%
3e12b047-ad80-42d4-b9b6-58ef167a21ae,Kale Salad,Vegetables,150.0,444.0,Salad > 150kcal/100g is unrealistic,80-94%
24e4d43f-15ed-4188-abce-0aba66318498,Spinach And Paneer Souffle,Paneer,150.0,465.0,Calorie density > 300kcal/100g for cooked food,80-94%
ed000692-50cb-4673-9107-6d2f140096d1,Sago Khichdi/Khichdi (Sabudana Khichdi/Khichdi),Traditional Meal,150.0,467.0,Calorie density > 300kcal/100g for cooked food,80-94%
0b31dda5-567f-4f72-bb6f-277fac7be4a0,Moong Bean Dosa (Pesarattu),Traditional Meal,150.0,714.0,Calorie density > 300kcal/100g for cooked food,80-94%
1b4f680c-f0ff-40e5-a5cc-7ca8e1a5789c,Methi Thepla,Traditional Meal,150.0,781.0,Calorie density > 300kcal/100g for cooked food,80-94%
d172c60b-2cfb-4319-80f4-426f58897ff5,Khakhra Chaat,Traditional Meal,150.0,896.0,Calorie density > 300kcal/100g for cooked food,80-94%
2b75de75-f315-40b7-a1a2-63e2f2ae407d,Semolina Dhokla (Suji/Rava Dhokla),Traditional Meal,150.0,487.0,Calorie density > 300kcal/100g for cooked food,80-94%
2736caf3-5045-4eb0-b04b-a987423a1a68,Baked Potato Soup,Traditional Meal,150.0,220.0,Soup > 120kcal/100g is unrealistic,80-94%
827cb0a4-f165-4119-9e0e-8eaad5f1b03f,Curried Cauliflower Soup,Traditional Meal,150.0,382.0,Soup > 120kcal/100g is unrealistic,80-94%
d08ad139-876f-4b68-8b3a-958d017cd82f,Millet Soup,Millets & Whole Grains,150.0,287.0,Soup > 120kcal/100g is unrealistic,80-94%
5cb0bc9a-f0ed-440a-9208-406f929f5be9,Garlic Soup,Traditional Meal,150.0,487.0,Calorie density > 300kcal/100g for cooked food,80-94%
2231fc76-e975-4682-a5bd-6bc9554f4961,Split Bengal Gram Dal (Channa Dal),Dal & Pulses,150.0,494.0,Calorie density > 300kcal/100g for cooked food,80-94%
8e00818b-4b47-4698-8259-04b79767dfe6,Horsegram Dal (Kulthi Dal),Dal & Pulses,150.0,496.0,Calorie density > 300kcal/100g for cooked food,80-94%
26d38cc0-810c-4f54-8612-d23ee1496ed4,Gujarati Handvo,Traditional Meal,150.0,517.0,Calorie density > 300kcal/100g for cooked food,80-94%
101658b4-e2bd-44a6-a374-8f5d29d7d2c5,Jowar Dosa,Millets & Whole Grains,150.0,735.0,Calorie density > 300kcal/100g for cooked food,80-94%
157d7cd5-1aa9-4cf0-aec5-4ebfb60a06d7,Maa Chaane Ki Dal,Dal & Pulses,150.0,699.0,Calorie density > 300kcal/100g for cooked food,80-94%
5935eb04-d428-491b-ae36-de29afd011d2,Channa Murmura Premix,Traditional Meal,150.0,628.0,Calorie density > 300kcal/100g for cooked food,80-94%
37b8018e-0e22-4bb4-bd5a-edb5f7e59af8,Cracked Wheat And Green Gram Dal Premix (Dalia Moong Dal Premix),Dal & Pulses,150.0,645.0,Calorie density > 300kcal/100g for cooked food,80-94%
20391264-79a4-449d-ad26-d2459e9ed763,Rice Flakes And Roasted Channa,Rice,150.0,626.0,Calorie density > 300kcal/100g for cooked food,80-94%
39694bda-ec01-4ce4-a15b-f0dd5fe2d1e0,Home Made Plain Noodles,Traditional Meal,150.0,596.0,Calorie density > 300kcal/100g for cooked food,80-94%
7a19c9c1-ad9c-4a61-823c-0b772e866d00,Hot Cherry Sauce,Traditional Meal,15.0,63.1,Calorie density > 300kcal/100g for cooked food,80-94%
c4b46c66-bbab-4771-9676-d7a3887d5962,Bengal 5 Spice Blend (Panch Phoran),Traditional Meal,10.0,58.33,Calorie density > 300kcal/100g for cooked food,80-94%
981c7f5a-1bd2-41ef-83cb-c642875d0480,Spicy Home Made Plain Noodles,Traditional Meal,150.0,596.0,Calorie density > 300kcal/100g for cooked food,80-94%
8180203f-3dca-4b02-8d7d-767d5e8ec3d4,Diet Classic Club Sandwich,Dairy,150.0,502.0,Calorie density > 300kcal/100g for cooked food,80-94%
cdded83f-6fb7-4a38-9ef7-0e8a7c286f7b,Spicy Dhokla,Traditional Meal,150.0,560.0,Calorie density > 300kcal/100g for cooked food,80-94%
f1f79163-167d-4e6c-acc3-25ab4fc633b3,Spicy Danish Luncheon Sandwich,Traditional Meal,150.0,484.0,Calorie density > 300kcal/100g for cooked food,80-94%
1e735351-1ee1-459a-877d-01b343562c58,Diet Chicken Salad,Chicken/Meat,150.0,845.0,Calorie density > 300kcal/100g for cooked food,80-94%
11ed9c95-367e-4df7-9bc7-d9288c23f695,Spicy Macaroni Salad,Vegetables,150.0,655.0,Calorie density > 300kcal/100g for cooked food,80-94%
3e3fbc54-b0ab-473d-b612-b97408a8324f,Mixed Veg Spring Basket Salad,Vegetables,150.0,403.0,Salad > 150kcal/100g is unrealistic,80-94%
ffa25546-d7d2-427c-b40b-6af866654f87,Spicy Potato Parantha/Paratha (Aloo Ka Parantha/Paratha),Whole Grains,150.0,512.0,Calorie density > 300kcal/100g for cooked food,80-94%
